"id","product_id","product_name","category","brand","model","base_price","offer_price","product_status","gst_percent","stock_quantity"
"128","5116877-12820870081","Microsoft Windows 11 Pro Operating System Software","Operating System Software (V3)","Microsoft","Windows GGWA - Windows 11 Pro - Legalization Get","10000.00","10000.00","Published","18.00","0"
"129","5116877-75262370250","Quick Heal Total Shield 10 User 3 Years","Antivirus Software","Quick heal","Quick Heal Total Shield 10 User 3 Years","20000.00","20000.00","Published","18.00","0"
"130","6894588-13770268452","Adobe Acrobat Pro for Enterprise - Government Edition_ 3Y","Desktop Publishing Software (PDF Viewer and Writer)","Adobe","Adobe Acrobat Pro Enterprise - Government Edition","119457.00","119457.00","Discontinued","18.00","0"
"131","6894588-77752717453","WIN 11 PRO (OEM DVD PACK)","Add on Softwares - Lisences and Accessories for PABX System","IHT","WIN 11 PRO (OEM DVD PACK)","25000.00","25000.00","Pending Approval","18.00","0"
"132","5116877-83363008505","Adobe Acrobat Pro Dc 2024 Perpetual","Desktop Publishing Software (PDF Viewer and Writer)","ADOBE EXPRESS","Adobe Acrobat Pro Dc 2024 Perpetual","49000.00","49000.00","Published","18.00","0"
"133","5116877-21823852557","Net Protector Total Security 10U 3YR","Antivirus Software","NET PROTECTOR","Net Protector Total Security 10U 3YR","25000.00","25000.00","Published","18.00","0"
"134","5116877-78511654165","Brown Simple Stool - Medium Height","Plastic Stool (V2)","NA","KR plastic stool","850.00","850.00","Published","18.00","0"
"135","5116877-22081349122","Unbranded Silver Grey Colored Steel Shelving Cabinets","Steel Almirah / Cabinets conforming to IS 3312 (V4)","NA","ACPL-SSC-004","32000.00","32000.00","Published","18.00","0"
"136",,,,,,"38995.00","38995.00",,"18.00","0"
"137","5116877-1807609753","EPSON PASSBOOK 128 Kbyte Bankbook or Passbook Update Machines-printer","Bankbook or Passbook Update Machines - Printer","EPSON PASSBOOK","EPSON- PLQ-35 PASSBOOK PRINTER","39500.00","39500.00","Published","18.00","0"
"138","6894588-28249376147","MDH - Sabzi Masala (100g)","Sabji Masala (????? ?????)","MDH","mdh-sabzi-100","168.00","168.00","Draft Products","18.00","0"
"139","5116877-64889413426","TVS ELECTRONICS Handheld (Wired) Based Barcode Scanner","Barcode Scanner","TVS ELECTRONICS","BS-i103 G","4495.00","4495.00","Published","18.00","0"
"140","5116877-47468005602","TVS ELECTRONICS Handheld (Wired) Based Barcode Scanner","Barcode Scanner","TVS ELECTRONICS","BS L100 Plus","4245.00","4245.00","Published","18.00","0"
"141","5116877-99314056844","REVOLVING CHAIR","Revolving Chair (V5)","DAZE FURNITURES","BALLA901","6400.00","6400.00","Published","18.00","0"
"142","5116877-83776417869","DAZE FURNITURES Mid-back Revolving Chair of Adjustable height with Wheels","Revolving Chair (V5)","DAZE FURNITURES","BALLA00001","10000.00","10000.00","Published","18.00","0"
"143","5116877-37068059383","LABWAN Mild Steel Colony counter electronic balance","Colony counter electronic balance","LABWAN","LW-CC4","200000.00","200000.00","Discontinued","18.00","0"
"144","5116877-21990188450","Mobile stand with card holder","Business Card Holders","NA","Mobile stand with card holder","400.00","400.00","Published","18.00","0"
"145","5116877-64108049127","Unbranded Compostable Carry Bags 25 microns; 6 Kgs; 475 mm x 350 mm; 10.9 gms","Compostable Carry Bags","NA","TRISHUL","175.00","175.00","Published","18.00","0"
"146","5116877-70846694706","RUDDHANIA MODULAR TABLE 0926","Modular Table / Meeting Table / Centre Table (V2)","Ruddhania Flexible Furnitures","RUDDHANIA MODULAR TABLE 0926","30000.00","30000.00","Published","18.00","0"
"147","5116877-83097333674","MODULAR TABLE","Modular Table / Meeting Table / Centre Table (V2)","Ruddhania Flexible Furnitures","MODULAR TABLE","16000.00","16000.00","Published","18.00","0"
"148","5116877-23424615931","RUDDHANIA MODULAR TABLE 09","Modular Table / Meeting Table / Centre Table (V2)","Ruddhania Flexible Furnitures","RUDDHANIA MODULAR TABLE 09","54800.00","54800.00","Published","18.00","0"
"149","5116877-82214352411","CAP FOREST","peak cap","NA","CAP FOREST","135.00","135.00","Published","18.00","0"
"150","5116877-22829244740","Office Bag","Office Bags (V2)","NA","NA","950.00","950.00","Published","18.00","0"
"151","5116877-13747658875","Tshirt","T-Shirt (V3)","NA","NA","599.00","599.00","Published","18.00","0"
"152","5116877-28068439430","Unbranded Stainless Steel Electronic Baby Weighing Scale -100kg capacity","Electronic Baby Weighing Scale - RBSK","NA","unbranded baby weighing scale","50000.00","50000.00","Published","18.00","0"
"153","5116877-27891146562","TVS Non-Mechanical Wired Computer Keyboard","Computer Keyboards","TVS","TVS Champ HD Keyboard","1095.00","1095.00","Published","18.00","0"
"154","5116877-19214623695","TVS ELECTRONICS Wired Computer Mouse","Computer Mouse","TVS ELECTRONICS","TVS Champ M120 Mouse","399.00","399.00","Published","18.00","0"
"155","5116877-43339620635","CC-232G CASH COUNTER","Currency Counting Machine (V2)","TVS ELECTRONICS","CC-232G CASH COUNTER","8900.00","8900.00","Published","18.00","0"
"156","5116877-23383819439","LAPCARE LPSSD256GBPRO","Internal Storage Device (SSD/HDD) (V2)","LAPCARE","LPSSD256GBPRO","16399.00","16399.00","Published","18.00","0"
